time,open,high,low,close,volume,spread,real_volume
2021-08-31 17:00:00+00:00,1813.926,1814.078,1813.49,1813.694,57,300,0
2021-08-31 17:01:00+00:00,1813.728,1814.152,1813.723,1814.125,56,300,0
2021-08-31 17:02:00+00:00,1814.09,1814.662,1813.955,1814.601,61,300,0
2021-08-31 17:03:00+00:00,1814.619,1814.791,1814.476,1814.718,42,300,0
2021-08-31 17:04:00+00:00,1814.724,1815.444,1814.724,1815.035,81,300,0
2021-08-31 17:05:00+00:00,1815.016,1815.229,1814.661,1815.209,74,300,0
2021-08-31 17:06:00+00:00,1815.227,1815.467,1814.984,1815.124,59,300,0
2021-08-31 17:07:00+00:00,1815.158,1815.527,1815.124,1815.316,62,300,0
2021-08-31 17:08:00+00:00,1815.362,1815.952,1815.316,1815.665,70,300,0
2021-08-31 17:09:00+00:00,1815.661,1816.095,1815.661,1815.817,61,300,0
2021-08-31 17:10:00+00:00,1815.781,1816.098,1815.66,1815.896,53,300,0
2021-08-31 17:11:00+00:00,1815.847,1816.064,1815.609,1816.064,69,300,0
2021-08-31 17:12:00+00:00,1816.025,1816.121,1815.469,1815.469,55,300,0
2021-08-31 17:13:00+00:00,1815.456,1815.857,1815.361,1815.843,74,300,0
2021-08-31 17:14:00+00:00,1815.889,1816.154,1815.602,1815.602,58,300,0
2021-08-31 17:15:00+00:00,1815.557,1815.657,1814.499,1814.499,75,300,0
2021-08-31 17:16:00+00:00,1814.493,1815.203,1814.447,1815.203,60,300,0
2021-08-31 17:17:00+00:00,1815.162,1815.392,1814.589,1814.961,72,300,0
2021-08-31 17:18:00+00:00,1814.967,1814.967,1814.575,1814.586,56,300,0
2021-08-31 17:19:00+00:00,1814.632,1814.632,1814.277,1814.424,47,300,0
2021-08-31 17:20:00+00:00,1814.385,1814.542,1813.796,1814.524,67,300,0
2021-08-31 17:21:00+00:00,1814.56,1814.627,1814.412,1814.616,53,300,0
2021-08-31 17:22:00+00:00,1814.62,1814.62,1814.464,1814.554,46,300,0
2021-08-31 17:23:00+00:00,1814.565,1814.647,1814.286,1814.567,47,300,0
2021-08-31 17:24:00+00:00,1814.555,1814.608,1814.418,1814.596,48,300,0
2021-08-31 17:25:00+00:00,1814.557,1814.612,1814.127,1814.568,51,300,0
2021-08-31 17:26:00+00:00,1814.569,1814.569,1814.145,1814.395,54,300,0
2021-08-31 17:27:00+00:00,1814.396,1814.639,1814.396,1814.637,59,300,0
2021-08-31 17:28:00+00:00,1814.644,1816.211,1814.458,1816.162,94,300,0
2021-08-31 17:29:00+00:00,1816.21,1816.327,1814.885,1815.631,184,300,0
2021-08-31 17:30:00+00:00,1815.637,1815.653,1815.263,1815.518,62,300,0
2021-08-31 17:31:00+00:00,1815.521,1815.998,1815.073,1815.252,72,300,0
2021-08-31 17:32:00+00:00,1815.238,1815.44,1815.0,1815.425,49,300,0
2021-08-31 17:33:00+00:00,1815.426,1815.565,1815.274,1815.559,45,300,0
2021-08-31 17:34:00+00:00,1815.561,1815.922,1815.561,1815.78,59,300,0
2021-08-31 17:35:00+00:00,1815.821,1815.866,1815.181,1815.181,64,300,0
2021-08-31 17:36:00+00:00,1815.172,1815.343,1814.974,1814.974,36,300,0
2021-08-31 17:37:00+00:00,1814.928,1815.043,1814.749,1814.888,44,300,0
2021-08-31 17:38:00+00:00,1814.875,1814.964,1814.834,1814.866,38,300,0
2021-08-31 17:39:00+00:00,1814.863,1815.215,1814.863,1815.107,47,300,0
2021-08-31 17:40:00+00:00,1815.097,1815.097,1814.612,1814.614,47,300,0
2021-08-31 17:41:00+00:00,1814.567,1814.84,1814.483,1814.483,60,300,0
