time,open,high,low,close,volume
2025-12-31 17:00:00+00:00,4323.006,4328.335,4320.367,4323.428,4146
2025-12-31 17:15:00+00:00,4323.464,4324.734,4318.012,4320.588,4682
2025-12-31 17:30:00+00:00,4320.56,4329.584,4318.806,4325.405,5164
2025-12-31 17:45:00+00:00,4325.423,4327.073,4320.234,4321.796,4405
2025-12-31 18:00:00+00:00,4321.851,4327.627,4321.168,4327.325,1177
2025-12-31 18:15:00+00:00,4327.399,4331.309,4323.685,4328.385,1379
2025-12-31 18:30:00+00:00,4328.192,4328.766,4318.12,4322.058,1290
2025-12-31 18:45:00+00:00,4322.009,4322.009,4315.418,4319.345,1030
2025-12-31 19:00:00+00:00,4319.471,4322.609,4315.283,4317.678,1147
2025-12-31 19:15:00+00:00,4317.677,4319.93,4316.357,4317.474,934
2025-12-31 19:30:00+00:00,4317.639,4317.725,4307.289,4310.579,1502
2025-12-31 19:45:00+00:00,4310.414,4313.908,4308.152,4311.253,1204
2025-12-31 20:00:00+00:00,4311.052,4315.491,4304.157,4314.682,1250
2025-12-31 20:15:00+00:00,4314.52,4318.775,4312.735,4314.412,1066
2025-12-31 20:30:00+00:00,4314.52,4324.445,4314.25,4320.935,1311
2025-12-31 20:45:00+00:00,4320.995,4321.736,4306.455,4312.854,1527
2025-12-31 21:00:00+00:00,4313.034,4314.547,4310.377,4313.268,1160
2025-12-31 21:15:00+00:00,4313.257,4313.288,4307.189,4310.07,2007
2025-12-31 21:30:00+00:00,4310.069,4316.534,4309.417,4314.788,1725
2025-12-31 21:45:00+00:00,4314.7,4318.933,4313.816,4318.847,2326
2026-01-01 23:00:00+00:00,4328.34,4335.378,4327.673,4330.888,1321
2026-01-01 23:15:00+00:00,4330.922,4342.657,4328.315,4341.252,2548
2026-01-01 23:30:00+00:00,4341.299,4345.465,4338.874,4345.39,1547
2026-01-01 23:45:00+00:00,4345.419,4351.526,4341.807,4348.349,2725
2026-01-02 00:00:00+00:00,4348.358,4353.298,4344.432,4348.007,2913
2026-01-02 00:15:00+00:00,4348.007,4349.365,4341.279,4347.187,2826
2026-01-02 00:30:00+00:00,4347.194,4350.865,4346.627,4349.59,2765
2026-01-02 00:45:00+00:00,4349.63,4356.179,4349.63,4354.191,2891
2026-01-02 01:00:00+00:00,4354.197,4356.159,4345.148,4346.6,4129
2026-01-02 01:15:00+00:00,4346.632,4349.889,4344.606,4349.18,3512
2026-01-02 01:30:00+00:00,4349.144,4351.555,4345.666,4346.774,3138
2026-01-02 01:45:00+00:00,4346.726,4354.472,4346.015,4348.03,3126
2026-01-02 02:00:00+00:00,4348.002,4351.993,4345.587,4346.988,2460
2026-01-02 02:15:00+00:00,4347.003,4348.387,4344.852,4347.73,3165
2026-01-02 02:30:00+00:00,4347.736,4353.424,4345.685,4351.512,3410
2026-01-02 02:45:00+00:00,4351.474,4363.219,4351.162,4362.798,3255
2026-01-02 03:00:00+00:00,4362.824,4371.855,4362.077,4368.952,2873
2026-01-02 03:15:00+00:00,4368.994,4370.795,4365.472,4369.02,2861
2026-01-02 03:30:00+00:00,4369.139,4374.851,4367.889,4373.781,3181
2026-01-02 03:45:00+00:00,4373.745,4375.846,4372.133,4375.173,2896
2026-01-02 04:00:00+00:00,4375.13,4378.641,4373.974,4374.913,3112
2026-01-02 04:15:00+00:00,4374.829,4375.798,4371.407,4373.713,2914
2026-01-02 04:30:00+00:00,4373.634,4375.526,4371.554,4375.387,2448
2026-01-02 04:45:00+00:00,4375.351,4375.802,4371.368,4373.267,2030
2026-01-02 05:00:00+00:00,4373.325,4380.255,4370.946,4377.841,2880
2026-01-02 05:15:00+00:00,4377.795,4380.201,4375.247,4378.565,2840
2026-01-02 05:30:00+00:00,4378.454,4379.872,4377.836,4378.705,1963
2026-01-02 05:45:00+00:00,4378.731,4381.78,4378.379,4380.664,1878
