time,open,high,low,close,volume
2020-12-31 17:00:00+00:00,1895.772,1896.203,1894.175,1895.34,1002
2020-12-31 17:15:00+00:00,1895.336,1895.71,1894.165,1894.369,835
2020-12-31 17:30:00+00:00,1894.323,1894.323,1892.594,1893.704,879
2020-12-31 17:45:00+00:00,1893.677,1894.387,1892.815,1894.387,618
2021-01-03 23:00:00+00:00,1909.308,1909.471,1907.729,1908.988,974
2021-01-03 23:15:00+00:00,1908.973,1911.311,1908.103,1910.817,813
2021-01-03 23:30:00+00:00,1910.771,1914.896,1910.404,1914.199,957
2021-01-03 23:45:00+00:00,1914.195,1914.403,1909.601,1913.094,985
2021-01-04 00:00:00+00:00,1913.048,1913.494,1910.443,1910.45,959
2021-01-04 00:15:00+00:00,1910.489,1911.14,1909.942,1910.988,599
2021-01-04 00:30:00+00:00,1910.962,1912.264,1910.314,1911.576,752
2021-01-04 00:45:00+00:00,1911.563,1913.594,1911.247,1913.386,842
2021-01-04 01:00:00+00:00,1913.368,1916.87,1912.309,1916.386,2007
2021-01-04 01:15:00+00:00,1916.375,1916.593,1913.92,1914.896,1062
2021-01-04 01:30:00+00:00,1914.924,1918.009,1913.304,1917.04,1244
2021-01-04 01:45:00+00:00,1917.047,1918.698,1915.204,1916.66,1226
2021-01-04 02:00:00+00:00,1916.651,1918.843,1915.564,1918.538,1051
2021-01-04 02:15:00+00:00,1918.578,1919.075,1918.113,1918.323,878
2021-01-04 02:30:00+00:00,1918.371,1919.065,1917.961,1919.02,928
2021-01-04 02:45:00+00:00,1919.046,1921.772,1918.999,1921.619,872
2021-01-04 03:00:00+00:00,1921.646,1921.982,1920.747,1921.323,728
2021-01-04 03:15:00+00:00,1921.328,1923.524,1921.328,1923.106,790
2021-01-04 03:30:00+00:00,1923.147,1925.218,1922.833,1924.193,795
2021-01-04 03:45:00+00:00,1924.204,1924.285,1921.81,1923.158,769
2021-01-04 04:00:00+00:00,1923.169,1923.669,1922.018,1923.175,678
2021-01-04 04:15:00+00:00,1923.176,1923.176,1921.198,1921.984,657
2021-01-04 04:30:00+00:00,1922.012,1922.865,1920.26,1922.733,762
2021-01-04 04:45:00+00:00,1922.73,1922.87,1922.268,1922.637,531
2021-01-04 05:00:00+00:00,1922.638,1922.924,1921.993,1922.026,559
2021-01-04 05:15:00+00:00,1922.026,1922.026,1918.97,1920.612,939
2021-01-04 05:30:00+00:00,1920.617,1921.787,1919.164,1919.38,892
2021-01-04 05:45:00+00:00,1919.406,1921.658,1918.953,1921.602,1001
2021-01-04 06:00:00+00:00,1921.651,1923.81,1921.462,1922.771,983
2021-01-04 06:15:00+00:00,1922.786,1925.489,1922.674,1924.25,1019
2021-01-04 06:30:00+00:00,1924.281,1925.174,1922.879,1923.102,834
2021-01-04 06:45:00+00:00,1923.102,1923.909,1922.702,1922.888,803
2021-01-04 07:00:00+00:00,1922.938,1923.933,1922.317,1923.467,784
2021-01-04 07:15:00+00:00,1923.438,1924.459,1923.404,1923.958,685
2021-01-04 07:30:00+00:00,1923.951,1925.389,1923.673,1924.618,744
2021-01-04 07:45:00+00:00,1924.634,1925.0,1922.902,1924.768,896
2021-01-04 08:00:00+00:00,1924.783,1928.229,1924.593,1927.654,1290
2021-01-04 08:15:00+00:00,1927.652,1935.103,1927.039,1934.863,1617
2021-01-04 08:30:00+00:00,1934.816,1934.889,1932.202,1932.571,1335
2021-01-04 08:45:00+00:00,1932.526,1933.125,1931.294,1932.078,999
2021-01-04 09:00:00+00:00,1932.075,1933.869,1931.322,1931.322,1006
2021-01-04 09:15:00+00:00,1931.321,1932.442,1930.537,1932.166,956
2021-01-04 09:30:00+00:00,1932.16,1932.964,1931.096,1931.455,758
2021-01-04 09:45:00+00:00,1931.462,1932.918,1930.864,1932.164,870
2021-01-04 10:00:00+00:00,1932.117,1932.546,1930.6,1932.067,929
2021-01-04 10:15:00+00:00,1932.069,1932.078,1927.913,1929.024,997
2021-01-04 10:30:00+00:00,1928.977,1932.242,1928.519,1932.14,979
2021-01-04 10:45:00+00:00,1932.093,1934.433,1931.41,1933.483,994
2021-01-04 11:00:00+00:00,1933.487,1936.349,1933.483,1934.316,998
2021-01-04 11:15:00+00:00,1934.364,1935.692,1933.39,1935.279,881
2021-01-04 11:30:00+00:00,1935.296,1936.435,1934.436,1934.565,951
2021-01-04 11:45:00+00:00,1934.56,1935.412,1932.323,1933.47,980
2021-01-04 12:00:00+00:00,1933.419,1934.752,1931.576,1933.394,1324
