time,open,high,low,close,volume,spread,real_volume
2022-02-28 17:00:00+00:00,1892.778,1893.303,1892.389,1892.494,210,200,0
2022-02-28 17:01:00+00:00,1892.46,1892.765,1891.632,1891.632,186,200,0
2022-02-28 17:02:00+00:00,1891.596,1892.705,1891.51,1892.27,126,200,0
2022-02-28 17:03:00+00:00,1892.304,1892.883,1891.846,1892.617,176,200,0
2022-02-28 17:04:00+00:00,1892.585,1892.718,1892.16,1892.718,144,200,0
2022-02-28 17:05:00+00:00,1892.731,1894.24,1892.273,1892.879,272,200,0
2022-02-28 17:06:00+00:00,1892.848,1893.074,1892.142,1892.142,145,200,0
2022-02-28 17:07:00+00:00,1892.173,1892.26,1890.933,1891.037,195,200,0
2022-02-28 17:08:00+00:00,1891.006,1893.221,1890.826,1893.127,215,200,0
2022-02-28 17:09:00+00:00,1893.096,1893.758,1892.886,1893.427,158,200,0
2022-02-28 17:10:00+00:00,1893.457,1893.493,1893.019,1893.219,113,200,0
2022-02-28 17:11:00+00:00,1893.23,1893.958,1892.852,1893.786,185,200,0
2022-02-28 17:12:00+00:00,1893.754,1894.084,1893.221,1893.277,152,200,0
2022-02-28 17:13:00+00:00,1893.307,1893.597,1892.223,1892.223,159,200,0
2022-02-28 17:14:00+00:00,1892.19,1892.862,1892.159,1892.699,115,200,0
2022-02-28 17:15:00+00:00,1892.668,1894.007,1892.505,1893.984,116,200,0
2022-02-28 17:16:00+00:00,1893.951,1894.156,1892.664,1894.057,184,200,0
2022-02-28 17:17:00+00:00,1894.039,1894.558,1893.179,1893.179,183,200,0
2022-02-28 17:18:00+00:00,1893.211,1893.629,1892.609,1893.561,150,200,0
2022-02-28 17:19:00+00:00,1893.551,1894.942,1892.879,1892.941,265,200,0
2022-02-28 17:20:00+00:00,1892.972,1893.506,1891.436,1892.351,203,200,0
2022-02-28 17:21:00+00:00,1892.382,1893.195,1892.292,1892.764,122,200,0
2022-02-28 17:22:00+00:00,1892.792,1892.983,1892.098,1892.675,137,200,0
2022-02-28 17:23:00+00:00,1892.68,1892.942,1892.516,1892.722,88,200,0
2022-02-28 17:24:00+00:00,1892.756,1892.863,1892.611,1892.748,86,200,0
