time,open,high,low,close,volume,spread,real_volume
2023-04-30 22:05:00+00:00,1989.602,1989.872,1989.602,1989.872,35,200,0
2023-04-30 22:06:00+00:00,1989.842,1989.988,1989.716,1989.988,41,200,0
2023-04-30 22:07:00+00:00,1990.005,1990.068,1989.801,1989.87,38,200,0
2023-04-30 22:08:00+00:00,1989.876,1990.384,1989.783,1990.338,49,200,0
2023-04-30 22:09:00+00:00,1990.33,1990.413,1990.249,1990.398,30,200,0
2023-04-30 22:10:00+00:00,1990.429,1991.084,1990.429,1991.024,51,200,0
2023-04-30 22:11:00+00:00,1991.003,1991.042,1990.758,1991.042,38,200,0
2023-04-30 22:12:00+00:00,1991.047,1991.047,1990.752,1990.79,39,200,0
2023-04-30 22:13:00+00:00,1990.806,1991.094,1990.767,1991.094,34,200,0
2023-04-30 22:14:00+00:00,1991.11,1991.11,1990.613,1990.907,44,200,0
2023-04-30 22:15:00+00:00,1990.873,1991.257,1990.629,1991.2,61,200,0
2023-04-30 22:16:00+00:00,1991.202,1991.515,1991.045,1991.334,90,200,0
2023-04-30 22:17:00+00:00,1991.365,1991.757,1991.226,1991.757,49,200,0
2023-04-30 22:18:00+00:00,1991.762,1991.877,1991.435,1991.514,54,200,0
2023-04-30 22:19:00+00:00,1991.516,1991.519,1990.971,1991.148,45,200,0
2023-04-30 22:20:00+00:00,1991.155,1991.247,1991.04,1991.225,33,200,0
2023-04-30 22:21:00+00:00,1991.221,1991.231,1991.01,1991.112,41,200,0
2023-04-30 22:22:00+00:00,1991.078,1991.108,1990.523,1990.564,70,200,0
2023-04-30 22:23:00+00:00,1990.533,1990.972,1990.465,1990.827,66,200,0
2023-04-30 22:24:00+00:00,1990.79,1990.88,1990.459,1990.495,54,200,0
2023-04-30 22:25:00+00:00,1990.479,1990.673,1990.264,1990.36,54,200,0
2023-04-30 22:26:00+00:00,1990.361,1990.518,1990.014,1990.518,62,200,0
2023-04-30 22:27:00+00:00,1990.541,1990.671,1990.177,1990.177,62,200,0
