time,open,high,low,close,volume
2021-12-31 17:00:00+00:00,1824.966,1826.496,1824.966,1826.366,809
2021-12-31 17:15:00+00:00,1826.381,1827.057,1825.834,1826.861,850
2021-12-31 17:30:00+00:00,1826.867,1826.953,1825.933,1826.206,680
2021-12-31 17:45:00+00:00,1826.203,1827.325,1826.079,1826.569,947
2021-12-31 18:00:00+00:00,1826.582,1826.582,1824.716,1825.616,950
2021-12-31 18:15:00+00:00,1825.621,1828.012,1825.384,1826.838,1060
2021-12-31 18:30:00+00:00,1826.815,1827.635,1826.276,1827.468,864
2021-12-31 18:45:00+00:00,1827.455,1828.597,1827.455,1828.484,658
2021-12-31 19:00:00+00:00,1828.494,1828.722,1827.304,1827.583,594
2021-12-31 19:15:00+00:00,1827.565,1828.038,1827.168,1827.554,567
2021-12-31 19:30:00+00:00,1827.564,1828.698,1827.564,1827.88,476
2021-12-31 19:45:00+00:00,1827.897,1828.043,1827.257,1827.615,515
2022-01-02 23:00:00+00:00,1830.615,1831.73,1829.631,1830.343,615
2022-01-02 23:15:00+00:00,1830.353,1830.793,1828.996,1829.014,418
2022-01-02 23:30:00+00:00,1829.02,1829.419,1828.432,1828.432,376
2022-01-02 23:45:00+00:00,1828.422,1828.532,1828.021,1828.404,279
2022-01-03 00:00:00+00:00,1828.374,1828.374,1827.457,1827.525,344
2022-01-03 00:15:00+00:00,1827.516,1829.058,1826.983,1828.672,628
2022-01-03 00:30:00+00:00,1828.678,1830.822,1828.408,1829.327,829
2022-01-03 00:45:00+00:00,1829.33,1830.503,1829.329,1829.815,643
2022-01-03 01:00:00+00:00,1829.792,1831.129,1829.615,1830.866,590
2022-01-03 01:15:00+00:00,1830.861,1831.542,1830.673,1830.704,449
2022-01-03 01:30:00+00:00,1830.71,1830.71,1827.854,1828.144,892
2022-01-03 01:45:00+00:00,1828.137,1828.993,1827.596,1828.785,682
2022-01-03 02:00:00+00:00,1828.786,1828.858,1826.621,1826.811,644
2022-01-03 02:15:00+00:00,1826.815,1827.637,1826.652,1827.593,402
2022-01-03 02:30:00+00:00,1827.62,1827.63,1825.489,1826.771,696
2022-01-03 02:45:00+00:00,1826.802,1826.917,1825.809,1825.818,346
2022-01-03 03:00:00+00:00,1825.826,1826.846,1825.718,1826.136,360
2022-01-03 03:15:00+00:00,1826.127,1826.127,1824.543,1825.133,608
2022-01-03 03:30:00+00:00,1825.13,1825.192,1824.204,1824.758,475
2022-01-03 03:45:00+00:00,1824.755,1825.689,1824.504,1825.585,409
2022-01-03 04:00:00+00:00,1825.584,1825.736,1824.967,1825.462,329
2022-01-03 04:15:00+00:00,1825.464,1825.871,1825.356,1825.791,204
2022-01-03 04:30:00+00:00,1825.788,1825.952,1825.443,1825.55,249
2022-01-03 04:45:00+00:00,1825.547,1825.562,1824.58,1825.287,311
2022-01-03 05:00:00+00:00,1825.282,1825.357,1824.602,1824.602,286
2022-01-03 05:15:00+00:00,1824.578,1824.733,1823.701,1824.286,381
2022-01-03 05:30:00+00:00,1824.295,1825.367,1824.151,1825.193,540
2022-01-03 05:45:00+00:00,1825.197,1825.704,1825.028,1825.181,301
2022-01-03 06:00:00+00:00,1825.179,1825.715,1824.785,1824.888,437
2022-01-03 06:15:00+00:00,1824.855,1824.932,1823.702,1823.762,406
2022-01-03 06:30:00+00:00,1823.757,1824.976,1823.699,1824.83,462
2022-01-03 06:45:00+00:00,1824.802,1825.453,1824.802,1825.01,417
2022-01-03 07:00:00+00:00,1825.006,1825.006,1820.826,1822.981,1037
2022-01-03 07:15:00+00:00,1822.989,1823.654,1821.989,1822.295,787
2022-01-03 07:30:00+00:00,1822.299,1823.302,1822.252,1822.717,490
2022-01-03 07:45:00+00:00,1822.718,1824.156,1822.388,1823.531,633
2022-01-03 08:00:00+00:00,1823.54,1824.364,1822.727,1823.139,762
2022-01-03 08:15:00+00:00,1823.148,1823.3,1821.805,1821.859,680
2022-01-03 08:30:00+00:00,1821.839,1822.16,1821.356,1822.104,671
2022-01-03 08:45:00+00:00,1822.111,1823.177,1822.111,1822.853,599
2022-01-03 09:00:00+00:00,1822.832,1824.873,1822.449,1824.784,792
2022-01-03 09:15:00+00:00,1824.765,1825.11,1824.069,1824.402,644
2022-01-03 09:30:00+00:00,1824.413,1825.264,1824.408,1825.238,554
2022-01-03 09:45:00+00:00,1825.216,1826.685,1824.959,1826.685,731
2022-01-03 10:00:00+00:00,1826.69,1827.454,1826.459,1827.259,649
2022-01-03 10:15:00+00:00,1827.265,1827.457,1825.737,1825.851,545
2022-01-03 10:30:00+00:00,1825.848,1826.22,1825.528,1825.632,459
2022-01-03 10:45:00+00:00,1825.597,1826.802,1825.548,1826.473,478
2022-01-03 11:00:00+00:00,1826.462,1827.037,1825.727,1825.803,547
2022-01-03 11:15:00+00:00,1825.801,1826.241,1823.875,1823.889,595
2022-01-03 11:30:00+00:00,1823.886,1824.834,1823.544,1823.554,629
2022-01-03 11:45:00+00:00,1823.56,1823.604,1822.232,1822.938,584
2022-01-03 12:00:00+00:00,1822.939,1823.183,1822.056,1822.373,597
2022-01-03 12:15:00+00:00,1822.352,1822.914,1821.82,1822.311,737
2022-01-03 12:30:00+00:00,1822.334,1822.334,1821.462,1821.824,638
2022-01-03 12:45:00+00:00,1821.816,1822.135,1821.278,1821.648,711
2022-01-03 13:00:00+00:00,1821.657,1821.98,1812.93,1814.599,2357
2022-01-03 13:15:00+00:00,1814.624,1815.194,1810.547,1812.586,2616
2022-01-03 13:30:00+00:00,1812.556,1812.561,1807.147,1809.018,3329
2022-01-03 13:45:00+00:00,1809.021,1809.094,1805.491,1806.816,2464
2022-01-03 14:00:00+00:00,1806.785,1810.689,1806.48,1808.69,1953
2022-01-03 14:15:00+00:00,1808.678,1809.592,1807.036,1807.444,1618
2022-01-03 14:30:00+00:00,1807.412,1808.879,1804.041,1807.635,2679
2022-01-03 14:45:00+00:00,1807.66,1808.987,1802.566,1803.323,2482
2022-01-03 15:00:00+00:00,1803.292,1805.172,1799.785,1801.277,2710
2022-01-03 15:15:00+00:00,1801.246,1806.412,1799.712,1803.641,2422
2022-01-03 15:30:00+00:00,1803.609,1804.643,1801.229,1802.404,1841
2022-01-03 15:45:00+00:00,1802.435,1803.053,1801.597,1801.63,1357
2022-01-03 16:00:00+00:00,1801.633,1801.917,1798.104,1800.339,1782
2022-01-03 16:15:00+00:00,1800.37,1800.905,1798.704,1799.568,1176
2022-01-03 16:30:00+00:00,1799.527,1800.417,1798.781,1799.202,1153
2022-01-03 16:45:00+00:00,1799.201,1800.998,1798.717,1800.413,1191
2022-01-03 17:00:00+00:00,1800.384,1800.625,1798.965,1799.042,957
2022-01-03 17:15:00+00:00,1799.044,1799.888,1798.778,1799.024,845
2022-01-03 17:30:00+00:00,1799.029,1800.012,1798.843,1799.508,771
2022-01-03 17:45:00+00:00,1799.479,1800.138,1799.04,1799.488,675
2022-01-03 18:00:00+00:00,1799.506,1800.512,1799.302,1799.704,704
2022-01-03 18:15:00+00:00,1799.708,1800.747,1799.032,1800.146,977
2022-01-03 18:30:00+00:00,1800.126,1802.133,1799.818,1801.955,701
2022-01-03 18:45:00+00:00,1801.927,1802.166,1801.445,1801.955,621
2022-01-03 19:00:00+00:00,1801.944,1802.698,1801.035,1801.673,720
2022-01-03 19:15:00+00:00,1801.674,1802.106,1801.487,1802.106,470
2022-01-03 19:30:00+00:00,1802.097,1802.594,1802.096,1802.583,473
2022-01-03 19:45:00+00:00,1802.587,1802.949,1801.618,1801.644,597
2022-01-03 20:00:00+00:00,1801.641,1802.083,1801.129,1801.555,633
2022-01-03 20:15:00+00:00,1801.567,1802.277,1801.551,1802.277,507
2022-01-03 20:30:00+00:00,1802.278,1804.001,1802.238,1804.001,716
2022-01-03 20:45:00+00:00,1803.987,1804.517,1801.672,1801.971,872
2022-01-03 21:00:00+00:00,1801.978,1802.163,1801.551,1802.136,395
2022-01-03 21:15:00+00:00,1802.135,1802.244,1801.807,1801.949,267
2022-01-03 21:30:00+00:00,1801.962,1801.962,1801.142,1801.233,383
2022-01-03 21:45:00+00:00,1801.259,1801.56,1800.931,1801.227,336
2022-01-03 23:00:00+00:00,1802.262,1803.328,1802.226,1803.15,415
2022-01-03 23:15:00+00:00,1803.148,1803.535,1802.77,1803.167,352
2022-01-03 23:30:00+00:00,1803.165,1803.761,1803.163,1803.604,293
2022-01-03 23:45:00+00:00,1803.601,1804.263,1803.532,1803.812,330
2022-01-04 00:00:00+00:00,1803.805,1804.855,1803.751,1804.146,558
2022-01-04 00:15:00+00:00,1804.143,1804.227,1802.902,1803.568,531
2022-01-04 00:30:00+00:00,1803.569,1804.578,1803.431,1804.161,426
2022-01-04 00:45:00+00:00,1804.157,1805.069,1803.862,1805.046,569
2022-01-04 01:00:00+00:00,1805.066,1806.756,1804.314,1804.318,1248
2022-01-04 01:15:00+00:00,1804.348,1804.659,1803.328,1803.986,1059
2022-01-04 01:30:00+00:00,1803.983,1804.426,1803.195,1804.279,964
2022-01-04 01:45:00+00:00,1804.247,1805.264,1804.048,1805.198,802
2022-01-04 02:00:00+00:00,1805.168,1805.717,1804.658,1805.096,708
2022-01-04 02:15:00+00:00,1805.088,1807.045,1805.074,1806.647,528
2022-01-04 02:30:00+00:00,1806.675,1806.952,1805.397,1805.767,645
2022-01-04 02:45:00+00:00,1805.738,1806.087,1805.142,1805.781,744
2022-01-04 03:00:00+00:00,1805.775,1806.13,1804.175,1804.78,806
2022-01-04 03:15:00+00:00,1804.782,1804.968,1803.95,1804.726,682
2022-01-04 03:30:00+00:00,1804.722,1804.838,1804.515,1804.799,432
2022-01-04 03:45:00+00:00,1804.769,1804.769,1803.78,1804.171,426
2022-01-04 04:00:00+00:00,1804.182,1804.235,1803.619,1803.661,411
2022-01-04 04:15:00+00:00,1803.663,1804.034,1803.133,1803.678,558
2022-01-04 04:30:00+00:00,1803.666,1804.111,1803.309,1803.589,463
2022-01-04 04:45:00+00:00,1803.588,1803.796,1803.346,1803.44,394
2022-01-04 05:00:00+00:00,1803.407,1804.424,1803.222,1804.09,403
2022-01-04 05:15:00+00:00,1804.092,1804.384,1804.019,1804.258,339
2022-01-04 05:30:00+00:00,1804.288,1805.124,1803.94,1804.929,625
2022-01-04 05:45:00+00:00,1804.9,1805.462,1804.619,1805.407,570
2022-01-04 06:00:00+00:00,1805.379,1806.006,1804.989,1805.757,654
2022-01-04 06:15:00+00:00,1805.725,1805.992,1803.679,1803.679,665
2022-01-04 06:30:00+00:00,1803.668,1804.834,1803.668,1804.481,691
2022-01-04 06:45:00+00:00,1804.486,1804.594,1803.418,1803.486,624
2022-01-04 07:00:00+00:00,1803.478,1804.67,1803.227,1803.711,829
2022-01-04 07:15:00+00:00,1803.727,1806.4,1803.444,1806.113,1026
2022-01-04 07:30:00+00:00,1806.102,1807.354,1805.376,1805.396,803
2022-01-04 07:45:00+00:00,1805.385,1806.019,1804.697,1805.709,739
2022-01-04 08:00:00+00:00,1805.743,1806.418,1804.19,1805.976,1116
2022-01-04 08:15:00+00:00,1805.975,1806.716,1804.471,1806.654,989
2022-01-04 08:30:00+00:00,1806.622,1806.791,1804.622,1804.768,885
2022-01-04 08:45:00+00:00,1804.779,1804.931,1803.321,1803.96,739
2022-01-04 09:00:00+00:00,1803.929,1804.354,1801.898,1804.19,993
2022-01-04 09:15:00+00:00,1804.202,1805.978,1803.221,1805.695,745
2022-01-04 09:30:00+00:00,1805.686,1806.657,1805.686,1805.703,792
2022-01-04 09:45:00+00:00,1805.711,1806.189,1805.036,1805.68,776
2022-01-04 10:00:00+00:00,1805.713,1806.441,1805.299,1806.026,685
2022-01-04 10:15:00+00:00,1806.024,1807.27,1805.714,1806.119,763
2022-01-04 10:30:00+00:00,1806.15,1808.535,1806.15,1806.477,890
2022-01-04 10:45:00+00:00,1806.484,1806.665,1805.343,1805.631,591
2022-01-04 11:00:00+00:00,1805.617,1805.621,1803.904,1804.217,694
2022-01-04 11:15:00+00:00,1804.202,1804.382,1802.357,1803.14,846
2022-01-04 11:30:00+00:00,1803.157,1803.768,1802.41,1803.307,791
2022-01-04 11:45:00+00:00,1803.288,1804.376,1802.944,1804.009,775
2022-01-04 12:00:00+00:00,1803.979,1805.008,1801.471,1801.912,981
2022-01-04 12:15:00+00:00,1801.917,1802.337,1798.452,1799.38,1554
2022-01-04 12:30:00+00:00,1799.357,1801.788,1799.356,1800.447,1247
2022-01-04 12:45:00+00:00,1800.429,1801.673,1799.578,1801.209,989
