time,open,high,low,close,volume,spread,real_volume
2022-11-30 17:00:00+00:00,1752.076,1752.426,1752.076,1752.163,65,200,0
2022-11-30 17:01:00+00:00,1752.194,1752.248,1751.741,1751.741,56,200,0
2022-11-30 17:02:00+00:00,1751.701,1751.868,1751.63,1751.751,54,200,0
2022-11-30 17:03:00+00:00,1751.748,1751.846,1751.596,1751.628,58,200,0
2022-11-30 17:04:00+00:00,1751.658,1752.402,1751.658,1752.4,83,200,0
2022-11-30 17:05:00+00:00,1752.431,1752.47,1751.972,1752.165,69,200,0
2022-11-30 17:06:00+00:00,1752.195,1752.29,1751.799,1751.923,67,200,0
2022-11-30 17:07:00+00:00,1751.921,1752.122,1751.913,1752.107,50,200,0
2022-11-30 17:08:00+00:00,1752.111,1752.503,1752.041,1752.102,70,200,0
2022-11-30 17:09:00+00:00,1752.134,1752.394,1752.134,1752.386,61,200,0
2022-11-30 17:10:00+00:00,1752.355,1752.594,1752.185,1752.585,64,200,0
2022-11-30 17:11:00+00:00,1752.553,1752.59,1752.309,1752.41,57,200,0
2022-11-30 17:12:00+00:00,1752.396,1752.598,1752.325,1752.479,60,200,0
2022-11-30 17:13:00+00:00,1752.488,1752.575,1752.154,1752.464,78,200,0
2022-11-30 17:14:00+00:00,1752.465,1752.739,1752.462,1752.733,65,200,0
2022-11-30 17:15:00+00:00,1752.702,1752.702,1752.281,1752.583,64,200,0
2022-11-30 17:16:00+00:00,1752.585,1752.586,1752.318,1752.389,54,200,0
2022-11-30 17:17:00+00:00,1752.394,1752.561,1752.202,1752.306,61,200,0
2022-11-30 17:18:00+00:00,1752.339,1752.484,1751.851,1751.892,61,200,0
2022-11-30 17:19:00+00:00,1751.888,1751.898,1751.504,1751.686,76,200,0
2022-11-30 17:20:00+00:00,1751.661,1751.661,1751.217,1751.488,78,200,0
2022-11-30 17:21:00+00:00,1751.497,1751.642,1751.295,1751.297,57,200,0
2022-11-30 17:22:00+00:00,1751.331,1751.921,1751.314,1751.867,65,200,0
2022-11-30 17:23:00+00:00,1751.856,1751.954,1751.693,1751.775,65,200,0
2022-11-30 17:24:00+00:00,1751.753,1752.295,1751.689,1752.251,76,200,0
2022-11-30 17:25:00+00:00,1752.279,1752.962,1752.279,1752.875,68,200,0
2022-11-30 17:26:00+00:00,1752.906,1753.535,1752.848,1753.443,83,200,0
2022-11-30 17:27:00+00:00,1753.412,1753.447,1753.041,1753.132,64,200,0
2022-11-30 17:28:00+00:00,1753.151,1753.912,1753.15,1753.764,101,200,0
2022-11-30 17:29:00+00:00,1753.78,1753.864,1753.68,1753.754,74,200,0
2022-11-30 17:30:00+00:00,1753.76,1753.816,1753.378,1753.378,87,200,0
