time,open,high,low,close,volume
2024-01-01 23:00:00+00:00,2064.593,2066.095,2063.301,2065.142,351
2024-01-01 23:15:00+00:00,2065.159,2065.9,2064.443,2064.698,533
2024-01-01 23:30:00+00:00,2064.664,2065.131,2063.634,2064.258,588
2024-01-01 23:45:00+00:00,2064.259,2064.259,2062.645,2063.543,524
2024-01-02 00:00:00+00:00,2063.347,2064.932,2063.331,2064.006,722
2024-01-02 00:15:00+00:00,2064.015,2064.393,2062.174,2063.323,759
2024-01-02 00:30:00+00:00,2063.323,2064.559,2062.831,2064.559,608
2024-01-02 00:45:00+00:00,2064.588,2065.762,2064.322,2065.34,730
2024-01-02 01:00:00+00:00,2065.341,2069.613,2064.87,2069.206,1691
2024-01-02 01:15:00+00:00,2069.248,2069.9,2067.144,2068.403,1244
2024-01-02 01:30:00+00:00,2068.308,2068.462,2066.869,2068.094,885
2024-01-02 01:45:00+00:00,2068.081,2068.951,2066.289,2066.536,772
2024-01-02 02:00:00+00:00,2066.512,2066.749,2063.891,2064.607,821
2024-01-02 02:15:00+00:00,2064.619,2066.983,2064.56,2066.596,762
2024-01-02 02:30:00+00:00,2066.597,2068.247,2065.657,2067.342,846
2024-01-02 02:45:00+00:00,2067.307,2068.267,2067.207,2067.669,725
2024-01-02 03:00:00+00:00,2067.693,2069.396,2066.422,2068.867,776
2024-01-02 03:15:00+00:00,2068.934,2069.863,2068.934,2069.631,728
2024-01-02 03:30:00+00:00,2069.589,2069.854,2069.295,2069.767,598
2024-01-02 03:45:00+00:00,2069.688,2070.338,2068.541,2069.487,652
2024-01-02 04:00:00+00:00,2069.492,2070.465,2069.117,2070.335,599
2024-01-02 04:15:00+00:00,2070.425,2070.666,2068.83,2069.339,623
2024-01-02 04:30:00+00:00,2069.342,2070.347,2069.342,2069.818,581
2024-01-02 04:45:00+00:00,2069.851,2070.108,2068.823,2069.5,648
2024-01-02 05:00:00+00:00,2069.567,2071.61,2069.37,2071.476,709
2024-01-02 05:15:00+00:00,2071.469,2071.822,2070.682,2071.357,701
2024-01-02 05:30:00+00:00,2071.353,2072.093,2070.682,2072.003,781
2024-01-02 05:45:00+00:00,2072.015,2074.8,2071.774,2074.31,918
2024-01-02 06:00:00+00:00,2074.307,2074.848,2072.835,2074.625,835
2024-01-02 06:15:00+00:00,2074.538,2076.651,2074.103,2075.661,822
2024-01-02 06:30:00+00:00,2075.742,2076.466,2074.654,2074.901,879
2024-01-02 06:45:00+00:00,2074.965,2075.12,2073.76,2074.144,762
2024-01-02 07:00:00+00:00,2074.077,2075.659,2073.231,2075.272,893
2024-01-02 07:15:00+00:00,2075.245,2076.358,2074.402,2075.115,970
2024-01-02 07:30:00+00:00,2075.123,2075.656,2074.565,2075.074,826
2024-01-02 07:45:00+00:00,2075.086,2075.406,2073.059,2073.065,892
2024-01-02 08:00:00+00:00,2073.13,2074.406,2072.211,2073.947,967
2024-01-02 08:15:00+00:00,2074.025,2074.062,2072.18,2072.588,863
2024-01-02 08:30:00+00:00,2072.588,2074.314,2071.7,2073.753,953
2024-01-02 08:45:00+00:00,2073.848,2073.874,2072.324,2073.216,817
2024-01-02 09:00:00+00:00,2073.276,2075.478,2073.184,2074.404,837
2024-01-02 09:15:00+00:00,2074.397,2075.471,2073.921,2074.596,844
2024-01-02 09:30:00+00:00,2074.54,2078.877,2074.54,2078.255,902
2024-01-02 09:45:00+00:00,2078.258,2078.813,2076.772,2077.032,932
2024-01-02 10:00:00+00:00,2077.048,2077.753,2074.507,2074.966,1052
2024-01-02 10:15:00+00:00,2074.919,2075.344,2073.451,2074.646,1078
2024-01-02 10:30:00+00:00,2074.607,2076.085,2074.331,2075.607,1012
2024-01-02 10:45:00+00:00,2075.604,2076.575,2075.337,2075.949,1005
2024-01-02 11:00:00+00:00,2075.935,2076.177,2073.812,2073.998,1045
2024-01-02 11:15:00+00:00,2073.997,2075.863,2072.81,2074.978,1289
2024-01-02 11:30:00+00:00,2074.997,2074.997,2068.357,2068.83,1681
2024-01-02 11:45:00+00:00,2068.799,2070.31,2068.241,2069.221,1307
2024-01-02 12:00:00+00:00,2069.179,2069.498,2066.262,2066.738,1438
2024-01-02 12:15:00+00:00,2066.749,2067.11,2065.016,2066.0,1375
2024-01-02 12:30:00+00:00,2065.979,2068.313,2065.556,2067.217,1257
2024-01-02 12:45:00+00:00,2067.174,2068.082,2066.635,2067.869,1132
2024-01-02 13:00:00+00:00,2067.829,2068.735,2064.8,2065.587,1702
2024-01-02 13:15:00+00:00,2065.619,2068.743,2065.358,2067.075,1795
2024-01-02 13:30:00+00:00,2067.092,2071.008,2066.942,2069.712,1996
2024-01-02 13:45:00+00:00,2069.742,2069.795,2064.837,2066.272,1772
2024-01-02 14:00:00+00:00,2066.312,2067.264,2064.837,2065.269,1655
2024-01-02 14:15:00+00:00,2065.233,2067.885,2064.55,2065.91,1546
2024-01-02 14:30:00+00:00,2065.875,2070.016,2062.142,2065.763,2937
2024-01-02 14:45:00+00:00,2065.793,2070.394,2065.793,2070.325,2783
2024-01-02 15:00:00+00:00,2070.366,2070.698,2066.46,2067.243,2408
2024-01-02 15:15:00+00:00,2067.281,2067.839,2063.972,2064.807,2178
2024-01-02 15:30:00+00:00,2064.776,2065.254,2056.097,2058.786,4667
2024-01-02 15:45:00+00:00,2058.84,2059.798,2057.213,2059.305,2269
2024-01-02 16:00:00+00:00,2059.336,2067.582,2059.091,2066.301,2386
2024-01-02 16:15:00+00:00,2066.253,2066.898,2064.629,2065.352,1692
2024-01-02 16:30:00+00:00,2065.319,2065.584,2064.086,2065.034,1376
2024-01-02 16:45:00+00:00,2064.992,2066.919,2064.969,2066.092,1131
2024-01-02 17:00:00+00:00,2066.04,2066.909,2064.632,2064.783,1135
2024-01-02 17:15:00+00:00,2064.73,2064.986,2062.73,2063.961,1249
2024-01-02 17:30:00+00:00,2063.978,2065.185,2063.626,2064.604,1067
2024-01-02 17:45:00+00:00,2064.571,2064.578,2061.791,2062.681,1153
2024-01-02 18:00:00+00:00,2062.724,2063.312,2061.408,2062.699,1037
2024-01-02 18:15:00+00:00,2062.668,2064.917,2062.453,2064.416,969
2024-01-02 18:30:00+00:00,2064.414,2064.451,2061.395,2061.603,937
2024-01-02 18:45:00+00:00,2061.632,2062.461,2060.514,2061.164,1063
2024-01-02 19:00:00+00:00,2061.158,2062.176,2060.828,2061.704,912
2024-01-02 19:15:00+00:00,2061.71,2061.958,2060.37,2061.636,834
2024-01-02 19:30:00+00:00,2061.581,2062.064,2061.103,2061.728,790
2024-01-02 19:45:00+00:00,2061.733,2061.84,2060.454,2060.946,873
2024-01-02 20:00:00+00:00,2060.99,2061.577,2060.467,2060.853,776
2024-01-02 20:15:00+00:00,2060.822,2061.406,2059.419,2059.687,817
2024-01-02 20:30:00+00:00,2059.683,2060.262,2058.832,2058.964,939
2024-01-02 20:45:00+00:00,2058.999,2059.32,2057.837,2058.143,963
2024-01-02 21:00:00+00:00,2058.15,2058.96,2057.993,2058.739,765
2024-01-02 21:15:00+00:00,2058.793,2059.073,2058.25,2058.454,558
2024-01-02 21:30:00+00:00,2058.448,2058.914,2058.448,2058.504,409
