setup,reason,direction,lot,entry_time,entry_price,sl,tp,exit_time,exit_price,exit_reason,pnl_usd
D,VP_LONDON_VA_TRAP_SELL,SELL,0.04,2025-01-06T09:15:00+00:00,2633.162,2632.8764941893205,2628.0,2025-01-06T10:00:00+00:00,2633.0264941893206,SL,2.295011621357844
D,VP_ASIA_VA_REENTRY_ABSORB_BUY,BUY,0.04,2025-01-07T01:00:00+00:00,2637.425,2637.643472731143,2639.0,2025-01-07T01:30:00+00:00,2637.493472731143,SL,0.9869454622848934
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-07T02:00:00+00:00,2637.968,2637.741529660189,2636.0,2025-01-07T02:30:00+00:00,2637.891529660189,SL,-0.21105932037880848
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-07T02:45:00+00:00,2638.4359999999997,2638.218553485217,2636.0,2025-01-07T03:15:00+00:00,2638.368553485217,SL,0.7068930295645259
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-07T03:15:00+00:00,2638.553,2638.3555126379383,2636.0,2025-01-07T04:30:00+00:00,2638.5055126379384,SL,0.9009747241225341
D,VP_LONDON_VA_TRAP_BUY,BUY,0.04,2025-01-07T07:00:00+00:00,2640.163,2640.3982607320067,2643.0,2025-01-07T07:30:00+00:00,2640.2482607320067,SL,1.544521464013087
D,VP_LONDON_VA_TRAP_BUY,BUY,0.04,2025-01-07T07:45:00+00:00,2640.637,2640.8856398426456,2643.0,2025-01-07T08:15:00+00:00,2642.85,TP2,4.851999999998952
D,VP_LONDON_VA_TRAP_SELL,SELL,0.04,2025-01-07T08:45:00+00:00,2642.502,2642.251543077213,2640.0,2025-01-07T09:15:00+00:00,2642.401543077213,SL,2.904913845573901
D,VP_LONDON_VA_TRAP_BUY,BUY,0.04,2025-01-07T09:15:00+00:00,2644.194,2641.439042859832,2643.0,2025-01-07T09:30:00+00:00,2641.289042859832,SL,-11.619828560671522
D,VP_LONDON_VA_TRAP_SELL,SELL,0.04,2025-01-07T09:30:00+00:00,2641.255,2640.9964531853634,2640.0,2025-01-07T10:00:00+00:00,2641.1464531853635,SL,0.42709362927325856
D,VP_LONDON_VA_TRAP_SELL,SELL,0.04,2025-01-07T10:15:00+00:00,2642.437,2645.085184269063,2640.0,2025-01-07T11:00:00+00:00,2645.235184269063,SL,-11.192737076253252
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-07T23:15:00+00:00,2648.594,2651.250812766288,2647.0,2025-01-08T00:15:00+00:00,2651.4008127662883,SL,-11.227251065152814
D,VP_ASIA_VA_REENTRY_ABSORB_SELL,SELL,0.04,2025-01-08T01:00:00+00:00,2648.653,2648.4428072500996,2647.0,2025-01-08T01:30:00+00:00,2648.5928072500997,SL,1.1263854997996532
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-08T01:30:00+00:00,2648.678,2648.4705501289127,2647.0,2025-01-08T02:00:00+00:00,2648.620550128913,SL,1.1708997421737877
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-08T02:00:00+00:00,2648.339,2648.1388702642153,2647.0,2025-01-08T02:30:00+00:00,2648.2888702642153,SL,0.47825947156889015
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-08T02:45:00+00:00,2648.778,2648.572655492158,2647.0,2025-01-08T03:15:00+00:00,2647.15,TP2,4.511999999998807
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-08T04:00:00+00:00,2648.139,2648.3279286752736,2649.0,2025-01-08T04:30:00+00:00,2648.1779286752735,SL,-0.5001426494536645
D,VP_LONDON_VA_TRAP_SELL,SELL,0.04,2025-01-08T07:15:00+00:00,2652.774,2652.5818168163746,2651.0,2025-01-08T07:45:00+00:00,2652.7318168163747,SL,-0.6676336327500394
D,VP_LONDON_VA_TRAP_SELL,SELL,0.04,2025-01-08T07:45:00+00:00,2652.469,2652.277682356976,2651.0,2025-01-08T08:15:00+00:00,2652.427682356976,SL,-1.2793647139524182
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-09T00:45:00+00:00,2659.81,2659.5562292943364,2657.0,2025-01-09T01:30:00+00:00,2659.7062292943365,SL,-0.4724585886733621
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-09T01:30:00+00:00,2658.961,2658.709472908038,2657.0,2025-01-09T02:00:00+00:00,2658.8594729080382,SL,-2.174945816077525
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-09T02:00:00+00:00,2657.807,2657.5627715380533,2657.0,2025-01-09T02:30:00+00:00,2657.7127715380534,SL,-4.497543076107831
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-10T00:15:00+00:00,2670.176,2670.3612674116584,2673.0,2025-01-10T00:45:00+00:00,2670.2112674116584,SL,-0.5814651766831958
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-10T01:15:00+00:00,2671.554,2671.742455519689,2673.0,2025-01-10T01:45:00+00:00,2671.592455519689,SL,-3.3310889606227647
D,VP_LONDON_VA_TRAP_BUY,BUY,0.04,2025-01-10T07:00:00+00:00,2676.2850000000003,2674.320797277642,2680.0,2025-01-10T07:45:00+00:00,2674.170797277642,SL,-8.456810889432745
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-12T23:15:00+00:00,2688.587,2688.2595396998954,2683.0,2025-01-12T23:45:00+00:00,2688.4095396998955,SL,-0.7710793997912333
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-13T00:30:00+00:00,2689.345,2689.035476416994,2683.0,2025-01-13T01:00:00+00:00,2689.185476416994,SL,0.7090471660112598
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-13T01:00:00+00:00,2681.428,2681.0714240534285,2683.0,2025-01-13T01:30:00+00:00,2681.2214240534286,SL,-15.030848106857775
D,VP_ASIA_VA_REENTRY_ABSORB_BUY,BUY,0.04,2025-01-13T01:30:00+00:00,2683.512,2683.8879058508082,2690.0,2025-01-13T02:15:00+00:00,2689.85,TP2,23.351999999998952
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-13T02:15:00+00:00,2688.851,2688.489972506191,2683.0,2025-01-13T02:45:00+00:00,2688.639972506191,SL,-0.17594501238181692
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-13T02:45:00+00:00,2688.5029999999997,2688.1603227221744,2683.0,2025-01-13T03:45:00+00:00,2688.3103227221745,SL,-0.9086454443504408
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-13T04:00:00+00:00,2689.505,2689.180134704633,2683.0,2025-01-13T06:15:00+00:00,2689.330134704633,SL,1.0597305907340342
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-14T00:30:00+00:00,2670.7780000000002,2671.021283640659,2671.0,2025-01-14T01:00:00+00:00,2670.871283640659,SL,-1.6694327186833107
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-14T01:15:00+00:00,2669.864,2669.6174721725483,2669.0,2025-01-14T01:45:00+00:00,2669.7674721725484,SL,-0.37894434509689745
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-14T01:45:00+00:00,2670.5989999999997,2670.355696414085,2669.0,2025-01-14T02:15:00+00:00,2669.15,TP2,3.7959999999984575
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-14T02:15:00+00:00,2669.7180000000003,2669.959422989896,2671.0,2025-01-14T02:45:00+00:00,2670.85,TP2,2.5279999999984284
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-14T02:45:00+00:00,2670.42,2670.1739174219774,2669.0,2025-01-14T03:15:00+00:00,2670.3239174219775,SL,0.7321651560450846
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-14T03:15:00+00:00,2670.6949999999997,2670.4543789635873,2669.0,2025-01-14T04:00:00+00:00,2669.15,TP2,4.179999999998472
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-14T04:00:00+00:00,2669.698,2669.9274135467026,2671.0,2025-01-14T04:30:00+00:00,2669.7774135467025,SL,0.4628270934053944
D,VP_LONDON_VA_TRAP_SELL,SELL,0.04,2025-01-14T08:45:00+00:00,2670.828,2670.5717365102423,2666.0,2025-01-14T09:30:00+00:00,2666.15,TP2,12.711999999999534
D,VP_LONDON_VA_TRAP_BUY,BUY,0.04,2025-01-14T09:45:00+00:00,2667.472,2664.5787280730074,2671.0,2025-01-14T11:15:00+00:00,2664.4287280730073,SL,-12.173087707971717
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-14T23:30:00+00:00,2674.6059999999998,2674.3991761774014,2672.0,2025-01-15T01:15:00+00:00,2672.15,TP2,7.823999999998705
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-15T02:00:00+00:00,2673.246,2673.466662649007,2675.0,2025-01-15T02:30:00+00:00,2673.316662649007,SL,-0.6506747019866452
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-15T02:30:00+00:00,2673.025,2673.250083100419,2675.0,2025-01-15T03:00:00+00:00,2673.100083100419,SL,-0.1998337991626613
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-15T03:00:00+00:00,2673.981,2674.203499203933,2675.0,2025-01-15T03:30:00+00:00,2674.85,TP2,-0.5240000000012515
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-15T23:00:00+00:00,2695.927,2696.1820448715393,2698.0,2025-01-15T23:30:00+00:00,2696.0320448715393,SL,0.056089743077791354
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-15T23:30:00+00:00,2695.208,2695.468650538214,2698.0,2025-01-16T00:30:00+00:00,2695.318650538214,SL,1.5053010764277133
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-16T00:30:00+00:00,2696.639,2696.89919765795,2698.0,2025-01-16T01:00:00+00:00,2696.74919765795,SL,-1.3576046841008065
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-16T01:00:00+00:00,2699.321,2699.5963556336405,2698.0,2025-01-16T01:30:00+00:00,2699.4463556336405,SL,-6.691288732718931
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-16T01:45:00+00:00,2696.022,2695.7281540717536,2695.0,2025-01-16T02:15:00+00:00,2695.8781540717537,SL,0.031691856492216175
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-16T02:15:00+00:00,2696.6820000000002,2696.958349805478,2698.0,2025-01-16T02:45:00+00:00,2696.808349805478,SL,-1.4113003890452092
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-16T03:00:00+00:00,2696.728,2696.468005057349,2695.0,2025-01-16T03:30:00+00:00,2696.618005057349,SL,1.3759898853022605
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-16T03:30:00+00:00,2697.402,2697.189581139549,2695.0,2025-01-16T05:15:00+00:00,2695.15,TP2,7.007999999999811
D,VP_LONDON_VA_TRAP_BUY,BUY,0.04,2025-01-16T07:00:00+00:00,2697.965,2698.2623786283257,2705.0,2025-01-16T09:30:00+00:00,2704.85,TP2,25.539999999999054
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-16T23:15:00+00:00,2713.739,2713.949328215886,2716.0,2025-01-17T00:15:00+00:00,2713.799328215886,SL,2.342656431771502
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-17T01:45:00+00:00,2714.799,2715.0342108964187,2716.0,2025-01-17T02:15:00+00:00,2714.8842108964186,SL,0.27242179283712176
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-17T02:45:00+00:00,2715.67,2715.4457468477344,2713.0,2025-01-17T03:30:00+00:00,2715.5957468477345,SL,1.1885063045310744
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-17T03:30:00+00:00,2715.361,2715.152564373812,2713.0,2025-01-17T04:00:00+00:00,2715.302564373812,SL,0.5388712523754293
D,VP_LONDON_VA_TRAP_SELL,SELL,0.04,2025-01-17T07:30:00+00:00,2709.9159999999997,2709.7051068635005,2706.0,2025-01-17T08:00:00+00:00,2709.8551068635006,SL,-0.3462137270025778
D,VP_LONDON_VA_TRAP_SELL,SELL,0.04,2025-01-17T08:30:00+00:00,2711.729,2711.519774377993,2706.0,2025-01-17T09:15:00+00:00,2706.15,TP2,14.315999999998894
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-19T23:15:00+00:00,2692.446,2695.5866024873876,2690.0,2025-01-19T23:30:00+00:00,2695.7366024873877,SL,-13.162409949551147
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-19T23:30:00+00:00,2696.158,2695.849309888309,2690.0,2025-01-20T00:15:00+00:00,2695.999309888309,SL,4.3333802233810275
D,VP_ASIA_VA_REENTRY_ABSORB_BUY,BUY,0.04,2025-01-20T01:15:00+00:00,2693.195,2693.5193407012225,2697.0,2025-01-20T01:45:00+00:00,2693.3693407012224,SL,1.6586814024440173
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-20T02:00:00+00:00,2695.194,2698.5474989033974,2690.0,2025-01-20T03:00:00+00:00,2698.6974989033974,SL,-14.013995613589941
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-22T00:45:00+00:00,2748.382,2748.6103777452126,2749.0,2025-01-22T01:15:00+00:00,2748.4603777452126,SL,-0.907244509575321
D,VP_ASIA_VA_REENTRY_ABSORB_SELL,SELL,0.04,2025-01-22T01:15:00+00:00,2747.2309999999998,2746.99570337275,2747.0,2025-01-22T01:45:00+00:00,2747.14570337275,SL,-1.6674067455014665
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-22T01:45:00+00:00,2747.879,2747.6407126020144,2747.0,2025-01-22T02:15:00+00:00,2747.7907126020145,SL,-0.3654252040296342
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-23T00:00:00+00:00,2753.701,2753.510862527672,2752.0,2025-01-23T00:30:00+00:00,2753.660862527672,SL,-2.8177250553444537
D,VP_ASIA_VA_REENTRY_ABSORB_SELL,SELL,0.04,2025-01-23T01:00:00+00:00,2754.399,2754.211568051146,2752.0,2025-01-23T01:30:00+00:00,2754.361568051146,SL,-1.427136102292934
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-23T01:30:00+00:00,2753.3489999999997,2753.1506607175697,2752.0,2025-01-23T02:00:00+00:00,2753.30066071757,SL,-3.5053214351410134
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-24T00:30:00+00:00,2760.355,2760.578582174314,2773.0,2025-01-24T01:00:00+00:00,2760.4285821743138,SL,-2.862835651372734
D,VP_ASIA_VA_REENTRY_ABSORB_SELL,SELL,0.04,2025-01-24T03:15:00+00:00,2771.8959999999997,2775.1508253144707,2758.0,2025-01-24T05:30:00+00:00,2775.300825314471,SL,-13.619301257884217
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-27T03:15:00+00:00,2761.152,2757.7454369818947,2772.0,2025-01-27T04:15:00+00:00,2757.5954369818946,SL,-14.22625207242163
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-27T23:00:00+00:00,2740.426,2743.418735166204,2739.0,2025-01-27T23:15:00+00:00,2743.568735166204,SL,-12.57094066481659
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-27T23:30:00+00:00,2741.7999999999997,2745.0854910361654,2739.0,2025-01-28T01:15:00+00:00,2745.2354910361655,SL,-13.741964144663143
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-28T01:45:00+00:00,2741.341,2741.033749479027,2739.0,2025-01-28T02:15:00+00:00,2739.15,TP2,8.763999999999214
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-28T02:15:00+00:00,2739.538,2739.8313598879818,2742.0,2025-01-28T02:45:00+00:00,2739.6813598879817,SL,-1.0892802240368837
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-28T02:45:00+00:00,2739.486,2739.772885311576,2742.0,2025-01-28T03:15:00+00:00,2739.622885311576,SL,-0.9982293768480304
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-28T03:15:00+00:00,2739.1279999999997,2738.851175930324,2739.0,2025-01-28T03:45:00+00:00,2739.0011759303243,SL,0.20964813935006532
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-28T04:00:00+00:00,2740.9790000000003,2741.2375346869817,2742.0,2025-01-28T04:30:00+00:00,2741.0875346869816,SL,-4.040930626038062
D,VP_LONDON_VA_TRAP_BUY,BUY,0.04,2025-01-28T08:45:00+00:00,2741.3140000000003,2741.579862416057,2744.0,2025-01-28T09:15:00+00:00,2741.429862416057,SL,3.3037248321124935
D,VP_LONDON_VA_TRAP_SELL,SELL,0.04,2025-01-28T09:30:00+00:00,2742.959,2742.6950770305843,2739.0,2025-01-28T10:00:00+00:00,2742.8450770305844,SL,-0.15415406116972008
D,VP_LONDON_VA_TRAP_SELL,SELL,0.04,2025-01-28T10:30:00+00:00,2742.862,2742.607911603772,2739.0,2025-01-28T11:00:00+00:00,2742.7579116037723,SL,-0.3678232075444612
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-28T23:00:00+00:00,2764.058,2764.232513207217,2765.0,2025-01-28T23:30:00+00:00,2764.082513207217,SL,-2.366973585566484
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-28T23:30:00+00:00,2763.8250000000003,2763.9893404694885,2765.0,2025-01-29T00:00:00+00:00,2763.8393404694884,SL,-1.9213190610244055
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-29T00:15:00+00:00,2763.733,2763.8873658569482,2765.0,2025-01-29T00:45:00+00:00,2763.737365856948,SL,-1.7572682861045905
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-29T23:00:00+00:00,2760.078,2760.405782187811,2760.0,2025-01-29T23:30:00+00:00,2760.255782187811,SL,-0.10043562437840592
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-30T00:00:00+00:00,2759.292,2759.0137885499253,2759.0,2025-01-30T00:30:00+00:00,2759.1637885499254,SL,-1.4595770998512307
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-30T01:00:00+00:00,2760.657,2760.913747889567,2760.0,2025-01-30T01:30:00+00:00,2760.7637478895667,SL,-1.400504220867333
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-30T23:45:00+00:00,2795.996,2799.3408088517003,2795.0,2025-01-31T00:00:00+00:00,2799.4908088517004,SL,-13.979235406801308
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-31T00:00:00+00:00,2797.896,2798.213948824458,2797.0,2025-01-31T00:30:00+00:00,2798.063948824458,SL,-3.7561023510852465
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-31T00:30:00+00:00,2796.104,2795.790943105442,2795.0,2025-01-31T01:00:00+00:00,2795.940943105442,SL,0.23411378911532665
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-31T01:00:00+00:00,2796.291,2796.5869036488793,2797.0,2025-01-31T01:30:00+00:00,2796.4369036488793,SL,-0.5901927022423479
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-01-31T01:30:00+00:00,2795.623,2795.9005352890845,2797.0,2025-01-31T02:00:00+00:00,2795.7505352890844,SL,0.7090705781683937
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-31T02:00:00+00:00,2796.834,2796.5624057834843,2795.0,2025-01-31T02:45:00+00:00,2796.7124057834844,SL,1.6111884330302928
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-31T02:45:00+00:00,2796.151,2795.8875646806573,2795.0,2025-01-31T03:15:00+00:00,2796.0375646806574,SL,0.22887063868438418
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-01-31T03:15:00+00:00,2796.772,2796.54504905363,2795.0,2025-01-31T04:15:00+00:00,2795.15,TP2,4.487999999999374
D,VP_LONDON_VA_TRAP_SELL,SELL,0.04,2025-01-31T07:00:00+00:00,2795.4069999999997,2797.7141028608576,2792.0,2025-01-31T07:15:00+00:00,2797.8641028608577,SL,-9.828411443431833
D,VP_LONDON_VA_TRAP_SELL,SELL,0.04,2025-01-31T08:15:00+00:00,2793.736,2793.472104457131,2792.0,2025-01-31T08:45:00+00:00,2793.622104457131,SL,-0.6002089142630211
D,VP_LONDON_VA_TRAP_SELL,SELL,0.04,2025-01-31T09:30:00+00:00,2794.475,2794.226887149516,2792.0,2025-01-31T10:00:00+00:00,2794.3768871495163,SL,0.8462257009668974
D,VP_ASIA_VA_REENTRY_ABSORB_SELL,SELL,0.04,2025-02-02T23:15:00+00:00,2792.138,2791.621864608341,2776.0,2025-02-02T23:45:00+00:00,2791.7718646083413,SL,-1.291729216683052
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-02-02T23:45:00+00:00,2793.5589999999997,2793.0429174429064,2776.0,2025-02-03T00:15:00+00:00,2793.1929174429065,SL,1.550165114185802
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-02-03T00:15:00+00:00,2793.868,2793.358776264547,2776.0,2025-02-03T00:45:00+00:00,2793.508776264547,SL,2.1544474709053247
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-02-03T00:45:00+00:00,2792.065,2791.5239285138186,2776.0,2025-02-03T02:00:00+00:00,2776.15,TP2,29.659999999999854
D,VP_ASIA_VA_REENTRY_ABSORB_BUY,BUY,0.04,2025-02-03T02:45:00+00:00,2778.254,2772.9244631583088,2795.0,2025-02-03T03:30:00+00:00,2772.7744631583087,SL,-21.91814736676497
D,VP_ASIA_VA_REENTRY_ABSORB_BUY,BUY,0.04,2025-02-03T04:00:00+00:00,2782.665,2777.469380906092,2795.0,2025-02-03T04:30:00+00:00,2777.3193809060917,SL,-21.382476375632905
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-02-03T23:00:00+00:00,2813.176,2813.497731505414,2821.0,2025-02-03T23:30:00+00:00,2813.347731505414,SL,-0.30853698917235306
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-02-03T23:30:00+00:00,2813.7780000000002,2814.0940190021174,2821.0,2025-02-04T00:00:00+00:00,2813.9440190021173,SL,-1.5239619957665127
D,VP_ASIA_VA_REENTRY_TRAP_BUY,BUY,0.04,2025-02-04T00:15:00+00:00,2814.797,2815.0908148497274,2821.0,2025-02-04T01:15:00+00:00,2820.85,TP2,8.211999999999534
D,VP_ASIA_VA_REENTRY_TRAP_SELL,SELL,0.04,2025-02-04T02:15:00+00:00,2817.605,2820.774415093854,2813.0,2025-02-04T02:45:00+00:00,2820.924415093854,SL,-13.277660375415508
